Job Title,Salary Estimate,Job Description,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors
Data Scientist,-1,"When you click 'Apply', you will need to click on 'Create Account'. By creating an account, you will be able to view your applications and their statuses. Your password must contain 8 characters, 1 upper case letter, 1 number and 1 special character. Please make sure your name is formatted correctly and not in all uppercase.
Check It Out!


Ready to be a Cooper too? This might just be right up your alley!

We’re here to keep the dream of home ownership alive. Oh, and while we’re at it, we’re determined to change the lending industry itself. It’s simple, but it won’t be easy. And we’ll need a great team behind us. (That’s where you come in.) We want to show the world that transparency, candor and collaboration aren’t just good values. They’re good business. Working here isn’t for people who want to punch a clock. It’s for people who want to punch a hole in the status quo. Come join us. And make a difference instead of just a living.

Role/Responsibilities:
Develop novel solutions to market-driven problems using knowledge of the latest ML techniques, statistical analysis, and practical experience on previous data science projects.
Collaborate with stakeholders, business unit product owners, development teams to understand business needs and technical requirements
Work actively in all aspects of model development, including design, model implementation, validation, calibration, documentation, monitoring, and reporting
Research complex business issues and recommend solutions, including input requirements, other required data sets, modeling approaches, and end products
Required Skills and Experience:
Masters in a quantitative / applied field (Statistics) or PhD preferred
8+ years of experience in data science roles
3+ years in handling teams
Strong statistical foundation with broad knowledge of supervised and unsupervised techniques
Experience with predictive modeling (classification, regression, parameter tuning, optimization criteria, feature selection), preferably with multiple techniques is a requirement.
Experience in model validation techniques, model testing and continuous monitoring of model performance
Strong knowledge of programming and modeling using R and SAS (the candidate would work in Python ecosystem)
Strong SQL skills and experience working with large data sets.
Experience working collaboratively, including building and maintaining relationships with stakeholders/clients.
Experience advising a team on innovative methodologies, data science tools, and environments.
Ability to articulate complex technical concepts/ideas to both technical and non-technical audience.
Experience applying modern machine learning techniques
Very strong in identifying hidden use cases from dataset/ business interactions and come up with new solutions
Nice to Have Skills & Qualities
Flexibility to learn and apply new methodologies
Mortgage Industry experience /knowledge
Mr. Cooper is committed to nurturing a diverse and inclusive environment where every employee is empowered to be their authentic self. We know that a large part of our success as a business is directly tied to our ongoing efforts to attract and retain diverse talent and maintain an inclusive environment where each employee can thrive. Embracing and leveraging diversity through an inclusive work environment fosters new ideas, new insights, and constant innovation. We strive to weave the principles of diversity and inclusion throughout the fabric of how we work, how we interact, and how we engage with our customers and the community.

Job Requisition ID:

011698

Job Category:

Information Technology

Primary Location City:

Chennai

Primary Location Region:

Tamil Nadu

Primary Location Postal Code:

600089

Primary Location Country:

India

Posting Organization:

Xome

Line of Business:

Information Technology

Additional Posting Location(s):

Alternate Requisition:

No",3.3,"Mr. Cooper
3.3",Chennai,"Dallas, TX",5001 to 10000 employees,1994,Company - Public,Lending,Finance,₹500+ billion (INR),-1
Data Scientist,-1,"Description

Key Responsibilities: Team leads for small or module leads for large teams. Responsible for delivery of assigned module/ components /phases of a project.Responsible for people Management, including goal setting and providing performance feedback.Responsible for Status reporting .Responsible for Knowledge transfer and arriving at SLAs for steady state.Technical problem solving skills. Job Requirement and Skills Has a good practical understanding of technology and its application. Good grasp of technology and tools used for development. Good design skills and architectural skills in the technical area.Fair amount of domain expertise gained through working on the application or certification programs (if working in a vertical).Good understanding of the sphere of activities in a horizontal domain. Anticipates and resolves potential problems , handles escalations. Supervisory Level: Works under general supervision with few direct instructions. Carries out routine and semi-routine tasks. Provides input to project-related decisions.People Interactions Within own team or department at operational level.Contact with user/customer at peer / first /middle management level. Qualifications

About ECS

ECS is one of the world's leading professional services companies, transforming clients' business, operating and technology models for the digital era. Our unique industry-based, consultative approach helps clients envision, build and run more innovative and efficient businesses. Headquartered in the U.S., ECS is ranked 205 on the Fortune 500 and is consistently listed among the most admired companies in the world.",3.0,"ECS
3.0",Chennai,"Jersey City, NJ",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Science Engineer,-1,"Data Science Engineer

With about 4,500 employees, Siemens Technology and Services Private Limited (STS) combines five units: Corporate Technology India, Functional Shared Services, Corporate Finance, Corporate Finance Audit, and Siemens Management Consulting.

Corporate Technology (CT) in India has over 3,000 professionals working in the area of software Research and Development. CT is a part of Siemens Corporate Technology, which is an innovation partner for the Siemens Divisions and shares a point of view in areas of strategic importance to Siemens, thereby ensuring its technological future.

What you need to make real what matters

Responsible for the development and delivery of parts of a product, in accordance to the customers’ requirements and organizational quality norms. Activities to be performed include:

• Requirement analysis and design of software solutions based on requirements and architectural /design guidelines.

• Improving user experience, scalability and performance.

• Implementation of features and/or bug-fixing and delivering solutions in accordance with coding guidelines and on-time with high quality.

• Ensuring integration and submission of solution into software configuration management system, within committed delivery timelines.

• Performing regular technical coordination / review with stake holders and ensuring timely reporting and escalations if any.

• Supporting Project Manager for planning, ensuring risk identification and initiating steps towards risk mitigation.

• Identification and implementation of unit and integration tests to ensure solution addresses customer requirements, and quality, security requirements of product are met.

• Good at communicating within the team as well as with all the stake holders

• Strong customer focus and good learner.

• Highly proactive and team player

What do I need to qualify for this job?

• 4-6 years’ work experience in Software Engineering especially in professional software product development.

• Proven skills in R and Python is a must

• Involved in Probabilistic Data analysis of any domain specific data.

• Strong knowledge in frameworks like shiny, Dplyr, Ggplot2, Esquisse etc.

• Strong knowledge in frameworks like NumPy, SciPy, Pandas etc.

• Expertise in programming and usage of any unit testing framework.

• Expertise in integration testing and continuous integration.

• Knowledge of Software Engineering processes. Experience with Agile/Lean practices is preferred

• Knowledge of design patterns

• Knowledge of source code management tools like git

• Knowledge for JIRA and Confluence will be a plus

Make your mark in our exciting world at Siemens

This role is based in Bangalore. You’ll also get to visit other locations in India and beyond, so you’ll need to go where this journey takes you. In return, you’ll get the chance to work with teams impacting entire cities, countries – and the shape of things to come.

We’re Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality and we welcome applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and imagination and help us shape tomorrow.

Find out more about Siemens careers at: www.siemens.com/careers

Organization: ADVANTA

Company: Siemens Technology and Services Private Limited

Experience Level: Experienced Professional

Job Type: Full-time",4.0,"Siemens Healthineers
4.0",Bengaluru,"Erlangen, Germany",10000+ employees,1847,Company - Public,Healthcare Services & Hospitals,Healthcare,₹500+ billion (INR),"GE Healthcare, Roche"
Data Scientist,-1,"Experience : 2+ years

What will you do:
Should have working knowledge of relational Database designs (SQL Server, MySQL, Oracle).
Should have knowledge of Queue management systems (Redis, MSMQ, RabitMQ etc).
Should have knowledge of SQL query, Stored Procedures, Functions.
Should have knowledge of No SQL will be an added advantage.
Shall analyze, define and document system requirements for data, workflow, logical processes, interfaces with other systems, auditing, reporting requirements and production configuration.
Shall write and maintain functional and technical specifications.
Shall create scripts and packages for data integration, data maintenance or bug fixes.
Shall analyze code for problem resolution and performance optimizations.
Shall write SQL statement for ad-hoc report generation.

What we can offer

Are a young organization and the workplace is an extension of our families back home
Mondays and Fridays have the same effect on us
Value positive vibes, honesty, sense of judgment, empathy and self-motivation
Believe in experimentation and don't think of new things as daunting enough to take up at any point in time
Are looking for driven and focused individuals
Will be more than happy to hear from you

We want to hear from you
Why don't go ahead and send us a video clip of yourself, giving us a creative brief of who you really are.Once you're done with that, [email protected] :).",-1,big tree,Mumbai,"Großostheim, Germany",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Senior Data Scientist,-1,"Looking for Women in Data Science

GSN Games is looking for a Senior Data Scientist to join our team in Bangalore!
About The Analytics & Data Science Team:
Our incredibly talented team provides the data, analytics, and algorithms necessary to make GSN Games a fun and rich experience for players.
What You’ll Do
The GSN Data Science team delivers machine-learning based tools, products and insights that help to move the needle in the business of our games. You will lead a team of Data Scientists and collaborate with other members of the Data Engineering and Data Analytics teams to conceptualise, develop and roll-out ML-based products and features to help games grow and make our games more fun. This is an exceptional opportunity to apply Data Science, Software Engineering, and organizational skills to drive actionable insights across a portfolio of games.
You will:
● Collaborate with other data scientists and data analysts to build, tune, and optimize machine learning models to optimize all aspects of the business.
● Partner with studios to solve business-critical questions. Sometimes these questions are brought to us, and sometimes we bring these questions to the game teams.
● Proactively explore the data to find new insights and opportunities for growth and optimization.
● Help develop best practices with data and analytic techniques across the game studios.
● Keep up with industry trends and developments, and make sure our technologies are cutting edge.
About You
● 3 to 5 years experience working as a data scientist developing Machine Learning based products.
● Strong background in probability, statistics, and machine learning.
● Fluent in Python
● Strong software engineering skills, including distributed systems, data pipelines, machine learning production systems, and scaling solutions.
● Working knowledge of AWS and/or GCP.
● Strong hands-on experience with SQL.
● Experience with A/B testing and other forms of causal inference, and good skills in data visualization.
● Excellent communication skills.
● BS in a quantitative field such as math, physics, economics, or computer science (MS preferred)
● Bonus points for experience in games.",3.8,"GSN Games
3.8",Bengaluru,"Boston, MA",201 to 500 employees,1999,Company - Private,Video Games,Media,Unknown / Non-Applicable,-1
Data Engineer (APAC),-1,"MongoDB is the leading modern, general purpose database platform, designed to unleash the power of software and data for developers and the applications they build. Developers around the world are using MongoDB to build software to create new businesses, modernize existing businesses, and transform the lives of millions of people around the world.

Headquartered in New York, with offices across North America, Europe, and Asia-Pacific, MongoDB has more than 17,000 customers, which include some of the largest and most sophisticated businesses in nearly every vertical industry, in over 100 countries.

MongoDB is growing rapidly and seeking a Data Engineer to be a key contributor to the overall internal data platform at MongoDB. You will build data driven solutions to help drive MongoDB's growth as a product and as a company. You will take on complex data-related problems using very diverse data sets.

Our ideal candidate has experience with
Several programming languages (Python, Scala, Java, etc.)
Data processing frameworks like Spark
Streaming data processing frameworks like Kafka, KSQ, and Spark Streaming
A diverse set of databases like MongoDB, Cassandra, Redshift, Postgres, etc.
Different storage format like Parquet, Avro, Arrow, and JSON
AWS services such as EMR, Lambda, S3, Athena, Glue, IAM, RDS, etc.
Orchestration tools such as Airflow, Luiji, Azkaban, Cask, etc.
Git and Github
CI/CD Pipelines
You might be an especially great fit if you
Enjoy wrangling huge amounts of data and exploring new data sets
Value code simplicity and performance
Obsess over data: everything needs to be accounted for and be thoroughly tested
Plan effective data storage, security, sharing and publishing within an organization
Constantly thinking of ways to squeeze better performance out of data pipelines
Nice to haves
You are deeply familiar with Spark and/or Hive
You have expert experience with Airflow
You understand the differences between different storage formats like Parquet, Avro, Arrow, and JSON
You understand the tradeoffs between different schema designs like normalization vs. denormalization
In addition to data pipelines, you're also quite good with Kubernetes, Drone, and Terraform
You've built an end-to-end production-grade data solution that runs on AWS
You have experience building machine learning pipelines using tools likeSparkML, Tensorflow, Scikit-Learn, etc.
Responsibilities

As a Data Engineer, you will:
Build large-scale batch and real-time data pipelines with data processing frameworks like Spark on AWS
Help drive best practices in continuous integration and delivery
Help drive optimization, testing, and tooling to improve data quality
Collaborate with other software engineers, machine learning experts, and stakeholders, taking learning and leadership opportunities that will arise every single day
Do you know, Why MongoDB is a fantastic place to work and build your career?
Disrupting a $64 Billion market
Top NoSQL database in the world
Largest Ecosystem and the fastest growing database in the world
Close to 17,000 customers in over 100 countries and over 90+ million downloads
>120% net ARR expansion rate over each of the last twenty quarters
Sequoia Capital and a number of other Top VC firms have invested in MongoDB. Sequoia Capital calls us out as one of their flagship portfolios; Sequoia has also invested in Apple, Google, Youtube, and WhatsApp
9-figure revenue company, with very high double-digit growth rates
Be a part of the company that's reinventing the database, focused on innovation and speed
Enjoy a fun, inspiring culture that is engineering focused
Work with talented people around the globe
Learn, contribute, and make an impact on the product and community.


Life at MongoDB

Our India office culture
180+ people, with teams in Sales, Engineering, HR, Finance, IT & Marketing
Regular group outings and opportunities to get to know your colleagues
Employee affinity groups


Our Benefits
Competitive salary and equity
Comprehensive Health cover, dental cover, travel insurance & Life Insurance.
Free lunch twice per week and a fully stocked kitchen with healthy and sweet treats.
Macbooks are company standard
26 weeks Maternity & 20 Paternity leave to spend time with new arrivals.",4.5,"MongoDB
4.5",Gurgaon,"New York, NY",1001 to 5000 employees,2007,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,-1
Data Science,-1,Data Science,3.3,"Sage IT India
3.3",Bengaluru,"Frisco, TX",501 to 1000 employees,2003,Company - Private,IT Services,Information Technology,₹100 to ₹500 billion (INR),-1
Associate Data Scientist - MFG,-1,"Noodle's Data Scientists build advanced AI models that change the way our clients do business by empowering them to make better decisions. Our solutions impact small and large businesses ranging from media, to retail companies, to airlines, to e-commerce, financial services, to government agencies. Members of our Data Science team are passionate about problem solving with applied data science and work with clients to explore, specify, and communicate high-value, AI- based solutions. We geek out about AI technology.

As a Data Scientist at Noodle.ai, you will collaborate with the Noodle Client Service team, Data Engineers, SW Engineers, UX Designers, and industry-specific experts from our client companies to build a deep understanding of our clients' business context and then develop, test, and deploy advanced AI models. As we grow, you will also develop reusable IP to help us move faster, dive deeper, and work more efficiently by generalizing the models, methodologies, and supporting infrastructure that you build. As one of the early hires to join the Noodle.ai team, you will have a significant impact on the future of Enterprise Artificial Intelligence.

Qualifications:

Must haves
1+ years of experience in applied artificial intelligence technologies including machine learning, predictive data analytics, and/or data science
BE/B.Tech or Advanced degree in a relevant field (Computer Science, Operations Research, Statistics, Mathematics, Electrical Engineering, or other Computational Science)
Proficient in python
Experience with spark
Knowledge of data science/machine learning concepts
Demonstrated ability to iteratively conceptualize, design and build data-driven analytical models
Strong capabilities in modern analytics languages/tools
Collaborative, open, and respectful working style
Passion for learning and a desire to grow – Noodlers are life-long learners!
Nice to haves
Experience applying advanced AI techniques (g., machine learning, predictive analytics. optimization, semantic analysis, time-series analysis, advanced visualization) to real-world problems
Experience with R
Experience manipulating and preparing large, heterogeneous data sets (""Big Data"") to support advanced analytics
Demonstrated energy and passion that extends beyond your field of study – Are you a computer scientist who writes poetry? A mathematician who loves psychology? An engineer passionate about public policy? We want to build something with
Experience with (and excitement for) interdisciplinary collaboration",4.5,"Noodle.ai
4.5",Bengaluru,"San Francisco, CA",201 to 500 employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,₹1 to ₹5 billion (INR),-1
Data Scientist,-1,"Role: Data Scientist
Location: Bhubaneswar

Key Responsibilities:
Apply Data Mining/ Data Analysis methods using a variety of data tools, building and implementing models using algorithms and creating / running simulations to drive optimization and improvement across business functions.
Assess accuracy of new data sources and data gathering techniques.
Perform Exploratory Data Analysis, detailed analysis of business problems and technical environments in designing the solution.
Apply Supervised, Unsupervised and Reinforcement Learning Algorithms.
Apply advanced Machine Learning Algorithms and Statistics: Regression, Simulation, Scenario Analysis, Time Series Modelling, Classification (Logistic Regression, Decision Trees, SVM, KNN, Naive Bayes, Clustering, K-Means, Apriopri), Ensemble Models (Random Forest, Boosting, Bagging and Neural Networks).
Lead and manage Proof of Concepts and demonstrate the outcomes quickly.
Document use cases, solutions and recommendations.
Work analytically in a problem-solving environment.
Work in a fast-paced agile development environment.
Coordinate with different functional teams to implement models and monitor outcomes.
Work with stakeholders throughout the organization to identify opportunities for leveraging organisation data and apply Predictive Modelling techniques to gain insights across business functions – Operations, Products, Sales, Marketing, HR and Finance teams.
Help program and project managers in the design, planning and governance of implementing Data Science solutions.

Experience and Skills:
2+ years of professional working experience in Analytics.
Experience in Retail, Financial Services and Manufacturing.
Experience using statistical packages of R, Python and Spark ML to work with data and draw insights from large data sets.
Experience with distributed data/ computing tools: Hadoop, Hive, Spark, Python.
Experience with SQL.
Experience visualizing/ presenting data for stakeholders using matplotlib, ggplot or Excel or Tableau.
Excellent written and verbal communication skills for coordinating across teams.

Education qualification:
Bachelors/ Masters in a Quantitative Discipline (Statistics, Econometrics, Mathematics, Engineering and Science)
Reach us on careers@eta-iota.com.",-1,ETAIOTA Systems,Bhubaneswar,-1,-1,-1,-1,-1,-1,-1,-1
MASTER DATA SCIENTIST,-1,"The Data Scientist will be part of the Core Data Scientist Team. This team identifies and develops advanced analytics statistical model, machine learning methods and solutions for our clients to improve various business outcomes.

The objective of the team is to:
Successfully develop, conceptualize and test various statistical models.Integrate the outcomes as real time analytics to create value for clients in areas and through means not immediately apparent to clients.

Job location:
Bangalore. Candidate should be flexible to travel & open for onsite positions within India & outside India for short-durations of 4 to 6 months.

Industry Focus:
Manufacturing, Financial Services, Investment Banking

Experience:
4 to 7 years of research experience in Statistical and Machine Learning Models. PhD freshers can also apply (Thesis submitted).

Qualifications:
Masters in a quantitative discipline such as Mathematics, Statistics & Machine Learning
Hands-on experience in running various methods in Supervised & Unsupervised ML like Regression, Classification, Clustering Random forest, k-NN, k-means, boosted trees, SVM, Neural Network, dimension reduction, model optimization, text mining, statistical modeling, data mining, exploratory data analysis, hypothesis testing & descriptive statistics.
Compelling communication and influencing skills. Should be able to communicate results and key findings to the stakeholders in a clear, concise and business friendly manner.
Ability to think creatively in solving problems real time.
Experience in diagnosis and prognosis of machines for early detection of signs of failure using ML techniques, using sensor data to analyze trend & patterns for industrial problems will be an added advantage.",-1,Inference Labs,Bengaluru,"Bengaluru, India",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Applied Scientist,-1,"Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?
At Amazon, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving Terabytes of data. We work on applying predictive technology to a wide spectrum of problems in areas such as Amazon Retail, Seller Services, Customer Service, Alexa, Chatbots and so on. We are looking for talented and experienced Machine Learning Scientists (Masters/Ph.D. in a related area preferred) who can apply innovative Machine Learning techniques to real-world e-Commerce problems. You will get to work in a team dedicated to advancing Machine Learning technology at Amazon and converting it to business-impacting solutions.
Major responsibilities
- Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems
- Analyze and extract relevant information from large amounts of Amazons historical business data to help automate and optimize key processes
- Design, develop and evaluate highly innovative models for predictive learning
- Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation
- Research and implement novel machine learning and statistical approaches




Basic Qualifications

- A PhD in Computer Science, Machine Learning, Operational research, Statistics or in a highly quantitative field
- Experience in predictive modelling and analysis, predictive software development
- Strong problem-solving ability
- Good skills with Java/Scala or C++, Perl/Python (or similar scripting language)
- Experience in using R, Matlab, or any other statistical software
- Strong communication and data presentation skills



Preferred Qualifications

- Experience handling gigabyte and terabyte size datasets
- Experience working with distributed systems and grid computing
- Knowledge of the latest and state of the art ML technology
- Publications or presentation in recognized Machine Learning and Data Mining journals/conferences",4.3,"Amazon
4.3",Bengaluru,"Seattle, WA",10000+ employees,1994,Company - Public,Internet,Information Technology,₹500+ billion (INR),"Google, Microsoft, Walmart"
R&D Software Engineer (Data Science),-1,"Job Code : DQ319-01
Posted on : September 1, 2019
Job Location : Bangalore
Industry : Healthcare/Lifesciences
Discipline : Product Development

Description:
We are looking for a talented software engineer who can join our R&D team and work on problems of diverse complexity and scope within the Healthcare and Life Sciences industries.

Responsibilities:
Mine data using modern tools and programming languages
Define and implement models to uncover patterns and predictions creating business value and innovation
Effectively tells stories with the data using visualisation tools/methods to demonstrate insight impact and business value
Implement data-driven solutions based on advanced machine learning (ML) and optimisation algorithms to address business problems
Partner with engineering teams to build scalable, efficient, automated ML-based pipelines (training/evaluation/monitoring)
Deploy, maintain, and debug ML/decision models in production environment
Maintains proficiency within the data science domain by keeping up with technology and trend shifts.

Requirements:
Bachelor’s or Master’s degree in Computer Science, Statistics or similar quantitative field.
1-3 years of experience
Fluent coding skills in Python
Good understanding of the foundations of machine learning methods
Familiarity with data visualisation tools
Strong analytical and problem-solving skills
Ability to create models to pull valuable insights from data
Familiarity with machine learning frameworks (like Tensorflow or PyTorch) and libraries (like scikit-learn)

To apply for the above position, please send your word resumes to careers@vitrana.com by specifying the Job Code.",4.9,"Vitrana
4.9",Bengaluru,"Cranbury, NJ",51 to 200 employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1
Data Sciences - Associate,-1,"Job Description – Associate - Data Science

We, at TheMathCompany, enable data analytics transformations for Fortune 500 organizations across the world. We enable our clients to build core capabilities that set them on a path to achieve analytics self-sufficiency.
Over the last three years, we have been consistently doubling in size year-on-year with 300 (and counting…) Data Scientists & Engineers, Consultants, and Visualization experts
TheMathCompany has won multiple awards recognizing us as a global Data and Analytics firm – We ranked #23 in the Deloitte Technology Fast 500™ Asia Pacific 2019 and #2 in Deloitte Technology Fast 50™ India 2019.
35+ Fortune 500 Companies, from almost 10 different industries and countries, trust us to power their analytical transformation.
WHAT’S IN IT FOR YOU:
An exciting opportunity to be a part of the growth journey of one of the fastest-growing AI & ML firms – scope for experimentation, the big & small victories, the learnings and everything in between
Our in-house learning and development cell - Co.ach, run by world-class data analytics experts, enables our folks to stay up to date with the latest trends and technologies
At TheMathCompany, we insist on a culture that provides us all with enough flexibility to accommodate our personal lives without compromising on the dream of building a great company
We are changing the way companies go about executing enterprise-wide data engineering and data science initiatives, and we’d love to have you grow with us on this journey
ROLE DESCRIPTION

As an Associate, you will be responsible for a wide range of opportunities to ensure you have a steep learning curve. Along with solving complicated business problems for organizations using data science techniques, you will be the face of MathCo. in client engagements. You will also have multiple opportunities to build, design & execute initiatives (ranging from contributing to the hiring & training programs to developing learning packages utilizing hot Analytics industry trends) that help us in our growth trajectory

The responsibilities are detailed as below:
Liaising with clients/stakeholders to understand the business problem
Define, breakdown and solve the business problems across domains while leveraging conventional & new age data sources, and a wide array of techniques
Accountable for the delivery of end to end analytical solutions
Depending on the engagement, lead a team of Analysts/Associates to enable consumption of the analytical solution
Contributing to the learning programs through sessions, content creations, etc. based on the nature of the engagements
REQUIRED QUALIFICATIONS

We are looking for individuals who are curious, excited about learning and navigating through the uncertainties and complexities that are associated with a growing company. Some qualifications that we think would help you thrive in this role are:
Strong application knowledge on tools (R/SAS/Python/SPSS etc.) and techniques (Regression, Machine Learning, Classification, Time series, etc.)
Experience of working on analytics projects and initiatives, preferably around 2-5 years
Strong analytical/problem-solving skills/mindset
Bachelor/Master of Engineering, BSc/MSc Honours, Ph.D. or equivalent
PREFERRED QUALIFICATIONS
Experience or certifications with visualization tools (Tableau/Qlik/PowerBI etc)
Understanding of software development methodologies (Agile essential), values, and procedures
Well versed with big data handling using Hadoop, etc.
Strong cultural fit
Ability to work without guidance
Focused on continuous learning and improvement
Ownership to drive results and strive for excellence
Takes initiatives to foster company growth
Develops and Engages the team
Supports diversity and understand different perspectives
Communicates effectively
High Emotional Quotient
TheMathCompany would provide you with an ecosystem to learn and grow in your professional journey, offering guidance to help you be successful. We are also a fun bunch and will help you in making this memorable.

Do you believe you have what it takes to build TheMathCompany and analytics capabilities for Fortune 500 organizations?

Have some questions or suggestions? Unclear about certain opportunities? Feel free to reach out to us anytime for a friendly chat:

Website: http://themathcompany.com/

e-mail: careers@themathcompany.com

About US | LinkedIn | Culture",3.6,"TheMathCompany
3.6",Bengaluru,"Bengaluru, India",201 to 500 employees,2016,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,-1
Developer - Data Science,-1,"Data Science (Data Engineer)
Python, PySpark, SparkSQL
Feature Engineering and Data Modeling
Data Visualization Tools: PowerBI, Tableau, etc.
SQL: PL/SQL and T-SQL

Build your career with us.
It is an extraordinary time to be in business. As digital transformation continues to accelerate, CGI is at the center of this changesupporting our clients digital journeys and offering our professionals exciting career opportunities.

At CGI, our success comes from the talent and commitment of our professionals. As one team, we share the challenges and rewards that come from growing our company, which reinforces our culture of ownership. All of our professionals benefit from the value we collectively create.

Be part of building one of the largest independent technology and business services firms in the world.

Learn more about CGI at www.cgi.com.

No unsolicited agency referrals please.

CGI is an equal opportunity employer.

Your future duties and responsibilities

Required qualifications to be successful in this role",3.5,"CGI
3.5",Hyderabad,"Montreal, Canada",10000+ employees,1976,Company - Public,Consulting,Business Services,₹500+ billion (INR),"IBM, Accenture, Booz Allen Hamilton"
Data Scientist,-1,"Experienced professional or an active researcher in one or multiple of the following areas: OCR-ICR technologies, Artificial Intelligence, Semantic Technologies, Natural Language Processing, Image Mining, Pattern Recognition on Digital Media ,and Information Retrieval (handling data types, ranging from traditional structured data, semi-structured data such as logs; text, social networks, audio, images, and video)
Experience in Neural network, Deep learning (Feed forward, Recursive, Recurrent LSTM, Auto encoder, CNN), Transfer
Minimum 4-8 years of
Full Stack developer using Tensor flow, Theano, Caffe
Familiarity with details of implementing algorithms on multi-core CPUs, clusters (MPI), GPUs
Strong knowledge in Capability to develop production ready solution using Python.
Worked as a Data Scientist in the product development project
Experience in distributed frameworks (e.g. Graph Lab, Spark, Hadoop)
Experience in Mongo DB, Index server, Graph DB, MQ.",2.9,"Innominds Software
2.9",Hyderabad,"San Jose, CA",501 to 1000 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,₹1 to ₹5 billion (INR),"GlobalLogic, Persistent Systems (India), Mobica"
DATA SCIENTIST,-1,"The required skills are :


Post graduate degree in Statistics, Math or any other with strong analytical background .
Must have exposure to Big Data analytics..
Need Strong mathematical background (calculus, linearalgebra, probability and statistics).
Applied Machine Learning experience (regression and classification, supervised, and unsupervised learning) is a plus.
Must be a quick learner and capable to solve complex problems in multiple domains.
Skill Set : Language - C#,C++, Python or R, Scripting - Java script

Position Type : Permanent

Qualification : Any postgraduate degree with analytics

Experience : 0 - 4 Yrs

Salary Package :Best in Industry
Job Location : Calicut, Kerala, India

Recruitment Process : Technical Interview & HR interview",4.0,"Tech27 Systems
4.0",Kozhikode,"Aberdeen, United Kingdom",51 to 200 employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1
